names,scores,logfoldchanges,pvals,pvals_adj
LUC7L3,61.650852,2.1479704,0.0,0.0
SYNE2,59.3088,2.5318062,0.0,0.0
MYT1L,58.69846,3.3157163,0.0,0.0
PNISR,57.29903,1.8512944,0.0,0.0
GABPB1-AS1,57.234344,2.4391503,0.0,0.0
MT-ATP6,56.78354,1.1187536,0.0,0.0
COL27A1,56.07785,3.7748563,0.0,0.0
SPTAN1,53.746357,2.30244,0.0,0.0
NRXN1,52.63789,2.6320055,0.0,0.0
GRIA2,52.515144,3.0558994,0.0,0.0
AHI1,51.51698,2.5398476,0.0,0.0
CTTNBP2,50.684998,4.522622,0.0,0.0
MT-CO3,50.37444,0.92259437,0.0,0.0
MT-CO2,48.13263,0.926522,0.0,0.0
MIR99AHG,47.422592,2.078211,0.0,0.0
CASC15,47.380486,2.7976549,0.0,0.0
SRRM4,47.272476,2.453147,0.0,0.0
GOLGA8A,47.07717,2.4865608,0.0,0.0
ZNF91,46.959877,2.1939495,0.0,0.0
SRGAP3,45.445374,2.3868005,0.0,0.0
FTX,45.097027,2.1107922,0.0,0.0
ERBB4,45.050877,3.0365343,0.0,0.0
DDX17,44.90004,1.4658573,0.0,0.0
GTF2I,44.76779,1.3529097,0.0,0.0
FRY,44.629955,3.2900527,0.0,0.0
SLC8A1,43.708588,3.2911384,0.0,0.0
ARGLU1,43.53234,1.6980383,0.0,0.0
MACF1,43.49995,1.6130948,0.0,0.0
LINC00461,43.185566,1.9439071,0.0,0.0
ARID1B,43.16485,1.8613409,0.0,0.0
DST,43.140842,1.8580089,0.0,0.0
FNBP1,42.38438,2.292883,0.0,0.0
SSTR2,41.72124,2.0972035,0.0,0.0
MEIS2,41.594063,2.645019,0.0,0.0
ZNF207,40.54049,1.7164339,0.0,0.0
ANKS1B,40.311802,2.8569722,0.0,0.0
AKAP9,40.29224,1.4153852,0.0,0.0
SPAG9,40.008667,1.6029783,0.0,0.0
ANKRD36C,39.419598,2.2444139,0.0,0.0
ZNF292,39.265896,1.6703906,0.0,0.0
RBM6,39.135258,1.9391911,0.0,0.0
AMER2,38.62241,1.5784891,0.0,0.0
CNTN1,38.52197,2.7729754,0.0,0.0
ZNF83,38.11524,2.527043,0.0,0.0
SOX4,38.056282,1.4694327,0.0,0.0
KIF1B,37.927456,1.4052073,0.0,0.0
TRIO,37.85534,2.1958513,0.0,0.0
AFDN,37.84568,1.8075527,0.0,0.0
EZH2,37.411507,2.3296695,2.5400426154262944e-306,3.0301015040292076e-304
SFPQ,37.26457,1.2549266,6.1555832857430644e-304,7.246579428624105e-302
BPTF,37.116486,1.2906334,1.523135868944058e-301,1.7621762869968734e-299
RBFOX2,37.09274,1.6714189,3.6785893751463e-301,4.2376402325451437e-299
DRAXIN,37.049118,2.1228628,1.8555168068764933e-300,2.1283729321953828e-298
MT-CYB,36.93855,0.7352231,1.1122375520099583e-298,1.2649817005720038e-296
BICD1,35.3392,1.7606548,1.469042768069276e-273,1.5342636940757756e-271
TUT4,34.82106,1.432212,1.1678149563588514e-265,1.1696015389413406e-263
SHPRH,34.796013,1.941771,2.7944523845732453e-265,2.7883232882650736e-263
GOLGA8B,34.482788,2.0422559,1.4531641718940714e-260,1.4235175013798822e-258
NUDT4,34.05117,1.810212,3.9002912662536066e-254,3.765745247392556e-252
KANSL1,33.84947,1.4275724,3.694931759092817e-251,3.5044404009120247e-249
LHX4,33.794827,1.9693203,2.3494952555994665e-250,2.2205212026600452e-248
YPEL2,33.68462,1.9708025,9.709991542960132e-249,9.144767824722558e-247
PAXBP1,33.640747,1.912433,4.25771201204882e-248,3.9958478362028803e-246
PHIP,33.62153,1.4870512,8.130676053346443e-248,7.604023552190658e-246
