names,scores,logfoldchanges,pvals,pvals_adj
RPL19,35.505894,1.8050665,3.986435117245386e-276,1.4590751172629838e-271
RPL28,32.681488,1.8823972,2.8619034506149517e-234,4.680070599243602e-230
RPL8,32.672535,1.8676683,3.836018632750692e-234,4.680070599243602e-230
RPL32,32.52066,1.705662,5.4439530904664646e-232,4.981353176604077e-228
RPS15,32.352036,1.7541493,1.2989027620461158e-229,9.508227998729977e-226
RPL35,32.3331,1.9525132,2.397722067917163e-229,1.4626504234639345e-225
RPL18A,31.580378,1.4984465,6.866804964409407e-219,3.590456121462124e-215
TMSB10,31.473028,2.207567,2.0324934740880336e-217,9.298911705637016e-214
RPS24,31.042435,1.6349894,1.4432569217433968e-211,5.869405176970007e-208
GPX4,30.666811,2.5046282,1.5775534503505085e-206,5.774003383627896e-203
RPL14,30.380117,1.627878,1.0057911081973565e-202,3.3466327591937677e-199
RPL7A,29.891129,1.3964174,2.566238126246878e-196,7.827240138230164e-193
RPS3A,29.750137,1.45576,1.7270205494850536e-194,4.862359933207881e-191
C19orf53,29.662642,2.521527,2.3302727685104417e-193,6.092165257160763e-190
RPS8,29.591608,1.770547,1.9160883234733514e-192,4.675383248496542e-189
RPS5,29.51548,1.5939238,1.8223732355124288e-191,4.168792674561901e-188
RPS7,29.47709,1.6064777,5.661936896455831e-191,1.2190150138069404e-187
RPL11,29.313314,1.5035573,7.017374471262827e-189,1.4269051279038372e-185
FTH1,29.300512,2.230211,1.0216802247949555e-188,1.968132521458956e-185
NME2,29.206247,1.7464757,1.6154851694857436e-187,2.9564186344173854e-184
TIMM13,29.051205,2.2363117,1.4858158658547317e-185,2.5896355479118586e-182
RPS14,28.690922,1.3484256,4.952232074110915e-181,8.238938461115165e-178
RPL10,28.292505,1.3729068,4.2733722632815894e-176,6.51707075868206e-173
RPS28,28.281054,1.4327681,5.910475179035686e-176,8.653172081115406e-173
RPL29,28.015017,1.5035563,1.0663773220398002e-172,1.5011721678453356e-169
RPL22,27.760323,1.7877858,1.3079106744034333e-169,1.7729940219940762e-166
ELOB,27.7217,2.1629837,3.823685488976518e-169,4.9982397350724835e-166
RPS12,27.696997,1.2566087,7.588615626736247e-169,9.57761795014391e-166
RPL6,27.680492,1.3609482,1.1991603095387501e-168,1.4630155496475931e-165
ATP5MF,27.55032,2.1846669,4.38647273667778e-167,5.1790093108110786e-164
EEF1A1,27.324793,1.3361447,2.153076495282805e-164,2.462648525120186e-161
RPS10,27.15558,1.8069597,2.175518638521362e-162,2.412913869349102e-159
SNRPD2,27.126135,2.0444667,4.843123689976416e-162,5.213622652259612e-159
RPL24,27.09259,1.4889512,1.2039253908857958e-161,1.2589963780517432e-158
EIF1,27.03325,1.9791269,6.011451100328307e-161,6.111808936753232e-158
RPL35A,27.024754,1.472219,7.565731263714375e-161,7.484144053600267e-158
EEF1D,26.901886,1.9479511,2.087454462183554e-159,2.0106031781679016e-156
RPS27,26.763317,1.4429291,8.642124569149946e-158,8.110523111678389e-155
RPLP2,26.725927,1.456701,2.3524674279314862e-157,2.1525665082430084e-154
NDUFA13,26.695894,1.9829236,5.252962215633126e-157,4.6893578062045865e-154
ATP5F1D,26.342813,1.980697,6.203982964012314e-153,5.40647572537654e-150
UBE2S,26.282331,2.2175736,3.053674729268586e-152,2.5992453201385936e-149
UQCR10,26.247765,2.1070838,7.5803495439293726e-152,6.3056448558490675e-149
RPS15A,26.240416,1.4829088,9.195275969694082e-152,7.479028794817179e-149
RPL17,26.128286,1.3432631,1.7398909098873182e-150,1.3843858085388203e-147
MZT2B,26.117702,2.0749462,2.2949631289029844e-150,1.7871903293825135e-147
RPL41,26.08256,1.1730917,5.750605181570214e-150,4.384956255221904e-147
GADD45GIP1,26.044218,1.9720975,1.564345088291254e-149,1.1685019301336366e-146
OAZ1,26.031178,2.0331986,2.197896153962513e-149,1.6089039426236388e-146
NDUFB10,25.990097,2.0149252,6.408640300792583e-149,4.599267522535477e-146
