names,scores,logfoldchanges,pvals,pvals_adj
RPL23,57.942833,1.7144251,0.0,0.0
RPL13A,54.921844,1.782161,0.0,0.0
RPLP0,54.85666,1.5889599,0.0,0.0
RPS2,49.352573,1.3915266,0.0,0.0
RPLP1,48.00334,1.3452324,0.0,0.0
HSP90AB1,46.340637,1.4764025,0.0,0.0
RPL3,42.593067,1.2822627,0.0,0.0
RPS11,42.3999,1.399359,0.0,0.0
RPS6,41.676598,1.2995801,0.0,0.0
NPM1,41.3602,1.2831999,0.0,0.0
RPL21,39.962242,1.2356242,0.0,0.0
PTMA,39.804836,1.2252275,0.0,0.0
RPS16,39.090767,1.2270396,0.0,0.0
RPS17,37.695534,1.3577921,0.0,0.0
RPS23,37.32486,1.123992,6.486874051176598e-305,6.595168809642074e-302
RPL27A,37.19779,1.2151452,7.409433713792193e-303,7.329531982662381e-300
RPS18,37.03267,1.1807934,3.4141992495966395e-300,3.047880652060649e-297
RPL37A,36.810432,1.1464679,1.2573157630709268e-296,1.0458866873672498e-293
RPS14,36.13889,1.1045433,5.5609314190609e-286,4.07071301738096e-283
RPL23A,35.66646,1.1477135,1.3096147405563732e-278,8.876520207241447e-276
EEF1A1,35.494274,1.1795014,6.023967258352688e-276,3.868126765315206e-273
RPL17,35.29097,1.1202421,8.079194401969908e-273,4.847649086991813e-270
HSP90AA1,34.870583,1.4532531,2.0763955977866416e-266,1.1343008249938637e-263
RPS27A,34.767746,1.0436445,7.475685631111241e-265,3.908822425490036e-262
RPL7,34.756393,1.3012854,1.1096741686005031e-264,5.720448485203805e-262
RPL27,34.540817,1.1354444,1.9580001061339165e-261,9.555301584614331e-259
HMGB1,34.431763,1.1013781,8.442905168691404e-260,4.013230806224339e-257
RPSA,34.02844,1.1216922,8.460492860043337e-254,3.730873483981279e-251
RPL41,32.53152,0.9756916,3.822606760126748e-232,1.1374896750195051e-229
RPL9,31.86006,1.0325649,9.550906107056183e-223,2.3943336604408446e-220
RPL10,31.83918,0.9011609,1.8583758606315187e-222,4.595838842903663e-220
RPS20,31.736155,1.3420889,4.929940616670024e-221,1.1793513497433957e-218
RPL6,31.607185,0.9525236,2.9414104742997384e-219,6.8138332132813115e-217
RPL34,31.555096,0.953642,1.5264842199774785e-218,3.4702390643102915e-216
RPS26,31.119778,1.0092489,1.300941889038795e-212,2.6750434876802773e-210
RPS3,30.78615,0.91001564,4.015844568882592e-208,7.902361670197407e-206
RPL18,30.678564,0.8910113,1.0996515199960004e-206,2.0854064913665082e-204
RPL13,30.644394,1.0217792,3.138547459347191e-206,5.8017159373518455e-204
RPS3A,30.084856,0.94009805,7.646499870584585e-199,1.1858878888274e-196
RPL7A,30.023317,0.90740615,4.870413099999002e-198,7.427582911377644e-196
RPS12,29.797253,0.9741976,4.240262305416328e-195,6.207913625621721e-193
RPL5,29.336706,0.8375797,3.5311028721132508e-189,4.456617111110934e-187
RPL38,28.391754,0.9219694,2.556359862739113e-177,2.556429708637002e-175
RACK1,27.816107,0.84484035,2.7700880322123992e-170,2.413999811119191e-168
RPS29,27.580767,0.9082822,1.8929447698401695e-167,1.549970280110068e-165
RPL39,27.521631,0.8450281,9.674765478859985e-167,7.714729657772425e-165
RPL15,27.429209,0.89698285,1.2300723332295547e-165,9.62005928814849e-164
RPL37,26.996754,0.82296526,1.613459478004366e-160,1.1489149874404243e-158
RPS28,26.640116,0.79443586,2.3298446520115788e-156,1.5227615019334963e-154
RPS25,26.433516,0.8675136,5.645713568636616e-154,3.5142646654025297e-152
RPL12,26.280672,0.8018902,3.189915660750443e-152,1.9298198859359828e-150
RPL24,26.189219,0.8042544,3.5260237535934927e-151,2.1087580948574414e-149
RPL18A,26.044506,0.8454964,1.5526304057587328e-149,9.063449040059868e-148
RPL10A,25.97965,0.8159855,8.410557679688466e-149,4.8249972042990215e-147
RPS4X,25.782087,0.7359754,1.4084050858524827e-146,7.846123979800109e-145
RPS13,25.525848,0.80114233,1.0183441969683618e-143,5.409639470716837e-142
RPLP2,25.514345,0.8108694,1.3664020138985236e-143,7.237580334399402e-142
RPS7,25.275723,0.7262961,5.907442757238645e-141,2.982321549761264e-139
RPS9,25.233501,0.76686114,1.7187740359790146e-140,8.55902700556026e-139
MT-CO1,25.175846,0.96161664,7.367242927240548e-140,3.609751785541249e-138
RPS19,25.01229,0.85446954,4.4937374087782406e-138,2.1195268414779943e-136
RPS15A,24.896332,0.78304356,8.152684504034139e-137,3.762880271527787e-135
RPL35A,24.632244,0.7829289,5.7041195516829e-134,2.5184135067689483e-132
RPL19,24.430079,0.8540158,8.195592670530041e-132,3.451862915236709e-130
ACTG1,24.064222,0.99046004,5.925543145974762e-128,2.3702820184242868e-126
RPL36A,23.005995,0.74218976,4.0597643692933416e-117,1.3861141388106866e-115
RPS27,22.413021,0.7421067,2.9380892257718615e-111,9.191196901921016e-110
RPL26,22.099136,0.7075004,3.2217120023356848e-108,9.729198102103003e-107
RPS5,21.92434,0.6765906,1.5222949625547354e-106,4.48611255430482e-105
RPS21,21.880655,0.5821192,3.970969480465191e-106,1.1627316316360515e-104
RPL11,21.386595,0.5951187,1.78091769321616e-101,4.908386181431075e-100
RPL29,21.032846,0.6097925,3.283510917318151e-98,8.67724065593947e-97
TPT1,20.92441,0.8494214,3.2101536441998064e-97,8.350734437196667e-96
RPS24,20.73306,0.6245008,1.7434458338130766e-95,4.456135542136342e-94
UBA52,20.512321,0.6936576,1.6712154389676133e-93,4.146993646213805e-92
RPL30,20.481596,0.6327686,3.1419263614376756e-93,7.749167571090322e-92
MIF,20.451931,0.6421053,5.774295042475546e-93,1.41747131354559e-91
MALAT1,19.880428,0.25321347,6.011796445177285e-88,1.3557471453477129e-86
H3F3A,19.839855,0.7427297,1.3484521435440883e-87,3.031615289057566e-86
