names,scores,logfoldchanges,pvals,pvals_adj
MYC,37.39423,,4.849070460575745e-306,5.742754146459854e-302
HMGA1,36.272797,,4.3449709023483116e-288,3.4304993597674035e-284
GAS5,35.462997,,1.82889844096691e-275,1.0829822118185556e-271
TKT,35.308006,,4.4256698527236815e-273,2.0965283226322624e-269
CAMKV,33.68016,,1.1286029546197207e-248,3.8188699404461005e-245
SNHG16,33.50281,,4.38616357077805e-246,1.298633379218111e-242
PRAME,33.36546,,4.347580594582702e-244,1.1441865995920652e-240
RPS18,32.71891,,8.408872064986503e-235,1.991725437312703e-231
LDHB,31.758057,,2.457814706057913e-221,4.851316593973977e-218
PALMD,30.944143,,3.046079723519428e-210,5.1535317379486546e-207
EIF3E,30.918991,,6.636996582890153e-210,1.048026007082241e-206
EIF4EBP1,30.874754,,2.607181269840703e-209,3.8596059723404305e-206
RPS2,30.400946,,5.33701253078021e-203,6.653288358108424e-200
IMPDH2,29.880814,,3.4939833153972716e-196,3.761749491295444e-193
SNHG5,29.77603,,7.98439253435476e-195,7.879930065363618e-192
FBL,29.714424,,5.000037580170539e-194,4.7372356049567756e-191
RPL37,29.61187,,1.0510579156228835e-192,9.57513761132447e-190
NPM1,29.325788,,4.86575904810683e-189,4.268532178276237e-186
SNHG6,29.137808,,1.192327499828134e-186,9.738437641699718e-184
SNHG8,29.090319,,4.7594617938797125e-186,3.7577537349944958e-183
PABPC1,29.082523,,5.9722207374553296e-186,4.563161947979579e-183
RPS10,29.02246,,3.4265415501956016e-185,2.4594261563010006e-182
NME2,28.938152,,3.9557898416945204e-184,2.755789358540483e-181
RPL35,28.903,,1.0946559954166838e-183,7.408006259268449e-181
EYS,28.836313,,7.522813646263909e-183,4.949593445150193e-180
RPS28,28.613571,,4.5549239497753635e-180,2.766357145496904e-177
PPA1,28.321953,,1.8548008967745112e-176,1.071532049780514e-173
TRAP1,28.288061,,4.846759247664512e-176,2.733341417623372e-173
RPL12,28.09597,,1.097232445238578e-173,5.775343932871325e-171
RPL18A,28.090565,,1.2774132189460107e-173,6.577567283468524e-171
CCT3,28.069202,,2.3289472052578853e-173,1.1736902873135803e-170
LMO3,28.0409,,5.1577395965921655e-173,2.545129585101709e-170
C17orf76-AS1,27.982965,,2.619006503217983e-172,1.2659956741881865e-169
RPL29,27.899282,,2.722036546208563e-171,1.2641991692842358e-168
RPL36,27.859133,,8.349177154056946e-171,3.7312945296413736e-168
