names,scores,logfoldchanges,pvals,pvals_adj
RPS28,43.095833,2.2426603,0.0,0.0
RPS27,42.274757,2.290113,0.0,0.0
RPS12,42.00277,2.6461205,0.0,0.0
RPS27A,40.659363,2.211095,0.0,0.0
RPL39,39.81366,2.3803997,0.0,0.0
RPL37A,39.502735,1.7562217,0.0,0.0
RPL38,39.21552,2.004085,0.0,0.0
RPLP2,39.044674,1.8987513,0.0,0.0
RPL35,38.7247,2.160964,0.0,0.0
RPLP1,38.139336,1.6087128,0.0,0.0
RPS29,37.111607,2.0259721,1.8257671424572252e-301,6.074991198279718e-298
RPL6,36.55546,1.9335513,1.4601626069711218e-292,4.453617631479169e-289
RPL12,35.626507,2.1564372,5.446723487318568e-278,1.533504048918053e-274
RPS21,35.622284,1.7515367,6.331847892694181e-278,1.655371176574998e-274
RPL18A,35.375496,2.3581684,4.066607359920093e-274,9.922793065362354e-271
RPS15,35.334614,2.3258667,1.727670988481083e-273,3.9521553655872576e-270
RPS23,35.238964,2.2645602,5.063805239351856e-272,1.0902372680324546e-268
RPS26,35.22243,1.8152343,9.07028602475014e-272,1.8443418821771102e-268
RPS7,35.175453,1.9515711,4.746205907061621e-271,9.142941179176968e-268
RPL19,35.155846,2.0277796,9.463125456942571e-271,1.7317992742477753e-267
RPS18,35.01441,1.9920031,1.3581287190637415e-268,2.3670890117358095e-265
RPL10,34.509842,1.9241306,5.710406096413816e-261,9.500298797038276e-258
RPS3A,34.11077,2.153705,5.106599667676413e-255,8.126376279853234e-252
RPS24,34.05333,1.5466717,3.623341009086109e-254,5.5257460113983604e-251
RPL36,33.873974,2.1235654,1.6103235649789253e-251,2.3575781120717457e-248
RPS8,33.671753,2.1917481,1.49829166326421e-248,2.109191275658975e-245
RPL13,33.65301,1.8475968,2.8171609484002605e-248,3.818922513792516e-245
RPL28,33.45154,2.2601445,2.4442455031593834e-245,3.1950653450405924e-242
RPL11,33.34359,1.8710338,9.023000153319475e-244,1.1387959607298142e-240
RPL32,33.180336,2.2494931,2.068784995980313e-241,2.523986654595848e-238
RPS6,33.03912,1.8384184,2.2293103684728322e-239,2.632096412789488e-236
RPL34,32.896942,1.8938091,2.430636597806863e-237,2.780116566135281e-234
RPS14,32.614235,2.0848093,2.577261683891734e-233,2.858495602791556e-230
EEF1A1,32.6077,1.2292157,3.1900471279867326e-233,3.4340857332777175e-230
ATP5F1E,32.181553,2.1715362,3.1978056356058247e-227,3.3440824019659656e-224
RPL41,32.177513,1.2240548,3.642185090166119e-227,3.7029893468102807e-224
RPS17,31.73071,2.1820474,5.860893757845039e-221,5.79769114678071e-218
RPS19,31.55547,1.8486301,1.5085613805979953e-218,1.453022502401769e-215
RPL17,30.945501,1.9882901,2.9206358399149657e-210,2.7409792917109655e-207
RPL30,30.807076,2.1203969,2.106741315452022e-208,1.9277209721714865e-205
RPL35A,30.797817,2.0490973,2.802830470295959e-208,2.502107269348839e-205
FAU,30.49359,1.9206109,3.1692265003145092e-204,2.7618299794764604e-201
RPS13,30.377909,2.1672552,1.0756830574417557e-202,9.156064089633885e-200
RPL7A,30.28895,1.8275659,1.6027484718539483e-201,1.3332317458710538e-198
RPL27A,29.971848,1.6233815,2.2847647248917213e-197,1.858326082128042e-194
RPL24,29.730814,2.04605,3.0701760667175955e-194,2.4428590047376243e-191
RPS2,29.426668,1.4834362,2.5041194082004455e-190,1.9500696693520107e-187
RPL8,29.243965,1.9222853,5.3582166713579246e-188,4.085751841424404e-185
RPS15A,29.223196,2.0297613,9.840115405746794e-188,7.350164570729356e-185
RPL18,28.985535,1.9632801,1.0012472363653495e-184,7.329330019641631e-182
RPL37,28.97826,1.5528985,1.2365882559106822e-184,8.874581716585663e-182
RPL21,28.718533,1.7466253,2.2395625520535905e-181,1.576350557071413e-178
RPL23,28.650127,1.668517,1.597201539219148e-180,1.1030032742822648e-177
RPL36A,28.623035,1.7622991,3.4730898426565045e-180,2.354047432056865e-177
RPL29,28.596895,2.126944,7.343421650261201e-180,4.886846833112913e-177
RPL14,27.885532,1.7265011,3.99644179116582e-171,2.612031535686789e-168
PLCG2,27.694952,1.9345809,8.031248345731462e-169,5.157047731616092e-166
RPL26,27.618486,2.1101372,6.67476636653245e-168,4.212122823818176e-165
NDUFA4,27.225252,1.8351243,3.263929282914572e-163,2.024797892948411e-160
MIF,26.834969,1.9605188,1.26335930970034e-158,7.706702349057024e-156
ATP5ME,26.153563,1.839893,8.977248711224375e-151,5.386496394746285e-148
RPS16,25.95554,1.8079346,1.574495131878559e-148,9.294854245465666e-146
RPS5,25.896912,1.7509259,7.215081431627483e-148,4.191733261571389e-145
RPL13A,25.719175,1.4741682,7.13415059430614e-146,4.07995384222186e-143
GAPDH,25.610735,1.4868886,1.1583998390040094e-144,6.522860385751653e-142
GSTP1,25.463291,1.8622346,5.030374045057233e-143,2.7896472791384813e-140
TMSB10,25.45791,1.902899,5.770329027471806e-143,3.15223601096262e-140
RPL10A,25.401865,1.6118484,2.4050457106723864e-142,1.294515853769412e-139
RPL9,25.080332,1.756567,8.15258796571574e-139,4.324534378741475e-136
RPS4X,25.019672,1.85881,3.734833610971401e-138,1.9528377856452037e-135
UBA52,24.814548,1.9181862,6.245230426234712e-136,3.2194602652199535e-133
RPS11,24.778946,1.7478063,1.5121020621818305e-135,7.686728830266274e-133
RPL7,24.509811,2.0590742,1.161015391207956e-132,5.821140319671561e-130
RPS3,24.383783,1.7538457,2.541642825494392e-131,1.2571171494043278e-128
RPS25,24.309834,1.8574747,1.542977027537581e-130,7.529933624653734e-128
RPLP0,24.274908,1.3145219,3.609481735708925e-130,1.7382979080089785e-127
RPS20,24.078594,1.7675457,4.190065670370936e-128,1.9916960207954108e-125
RPSA,24.05756,1.5049982,6.95751000676735e-128,3.264766971252459e-125
RPL5,23.974136,1.3614513,5.176919150487248e-127,2.3984863016073895e-124
EEF1B2,23.753216,1.7509981,1.017784407787863e-124,4.656490888680447e-122
RPL27,23.50494,1.9271256,3.630959588661564e-122,1.6407006407975544e-119
RPL23A,23.481457,1.6588364,6.310062775976893e-122,2.816519605652808e-119
NME2,23.009096,1.7481681,3.779718477112171e-117,1.6667647708528018e-114
PRDX1,22.791208,1.4233019,5.604856821222567e-115,2.4421829108757995e-112
RPL22,22.578505,1.320235,7.049465814386591e-113,3.035499979674866e-110
POLR2L,22.570698,1.9813985,8.41079682295575e-113,3.579576447872133e-110
