names,scores,logfoldchanges,pvals,pvals_adj
GPC6,29.967747,3.521499,2.5838996874674275e-197,9.457331246099531e-193
FSTL5,29.65461,5.704355,2.9577965965219364e-193,5.4129156614649695e-189
LGR5,29.6278,4.8469253,6.553672744016013e-193,7.99569920345767e-189
EPHA7,29.536882,3.9006715,9.680173039502745e-192,8.857600335470999e-188
PTPRD,27.48956,4.344237,2.340265779861922e-166,1.7131213561745242e-162
HCN1,26.860167,5.7496114,6.416795408763484e-159,3.914352145935871e-155
ST6GALNAC5,26.378887,3.6181378,2.393848462130093e-153,1.2516749651774792e-149
APBA1,26.36174,4.7197876,3.7648860635812696e-153,1.7224824351642256e-149
CA10,26.138832,6.613578,1.3202805913163098e-150,5.369287769196472e-147
ADGRB3,25.92561,3.4727433,3.4262588118557145e-148,1.2540449877273102e-144
CTNND2,25.910778,3.424178,5.035119544963426e-148,1.6753673678655124e-144
MCC,25.857672,2.794907,1.9947780397273736e-147,6.0842392526718e-144
LUZP2,25.850365,4.0231934,2.410275288955244e-147,6.786037373157761e-144
ZNF804A,25.769814,3.7657416,1.9333794020633809e-146,5.054544249637271e-143
ST18,24.803768,5.077102,8.163981520311761e-136,1.9920659174995384e-132
ATRNL1,24.388197,3.5863936,2.2818756531124444e-131,5.219933173723036e-128
ANK2,23.852575,3.097802,9.522005004872991e-126,2.050087677549155e-122
AC069228.1,23.762243,3.8170402,8.210408060893712e-125,1.6694952524265042e-121
SRRM4,23.598122,3.4296677,4.029112330350185e-123,7.761554758060375e-120
ZNF385B,23.507812,2.9650662,3.3933990439747996e-122,6.210089920426083e-119
SYN2,23.208801,2.7548444,3.710760925759008e-119,6.467502887795498e-116
MIR181A1HG,23.202791,2.675838,4.2671571632598476e-119,7.099191787839713e-116
PPFIA2,22.745564,3.3686533,1.5876677554967453e-114,2.5265316312581034e-111
OTX2-AS1,22.669292,2.2291543,9.00281046057724e-114,1.3729661069482815e-110
AC084361.1,22.666393,3.4764879,9.615853725615596e-114,1.4077994488450258e-110
NELL2,22.658821,3.0318575,1.1419742563715292e-113,1.6075922983636284e-110
AL161757.4,22.620424,2.5391307,2.728412760917324e-113,3.698616128234629e-110
NLK,22.518745,2.7000098,2.7195755779870294e-112,3.5549709189251164e-109
CADPS,21.890299,4.045381,3.21400565126458e-106,4.056407615239135e-103
TSPAN8,21.771538,3.9579442,4.3190181804837356e-105,5.26934614746284e-102
RIMS2,21.729343,4.211853,1.083409077141729e-104,1.279156633305304e-101
AC093879.1,21.659851,3.111717,4.908253030845586e-104,5.613967786936853e-101
CDH18,21.630493,4.308029,9.278739896803402e-104,1.029124724130004e-100
CADM1,21.248047,2.5711248,3.4367043733992933e-100,3.6996122579643393e-97
CACNA2D1,20.78143,2.1777139,6.373367687012624e-96,6.6649037346385445e-93
PELI2,20.743538,3.697084,1.4022472883479518e-95,1.4256570278006495e-92
SLC39A11,20.650183,2.4300735,9.725006512988001e-95,9.62013414545605e-92
ERBB4,20.640385,3.0243778,1.1911244416471455e-94,1.1472722549665047e-91
SH3D19,20.353224,2.560308,4.347306855706575e-92,4.0798917493773424e-89
CNTN1,20.13565,2.5578876,3.5955965045062385e-90,3.290060691535821e-87
DACH1,20.082254,1.9593469,1.054951586783952e-89,9.41763000679986e-87
FRMD3,19.875404,3.373107,6.644988802778011e-88,5.790791313582808e-85
TMEM132D,19.849564,3.126729,1.111629695033521e-87,9.462036853005093e-85
AC016042.1,19.784142,3.3505328,4.077875866140674e-87,3.392143967650337e-84
LRCH1,19.764069,2.263818,6.070736429759223e-87,4.9376672014581625e-84
AP000462.1,19.295176,2.714755,5.8963606684193826e-83,4.691580365756909e-80
CDH2,19.20824,3.0604236,3.157901456445266e-82,2.4591989618585783e-79
GK5,19.191862,2.5168262,4.328439838170917e-82,3.300525552435286e-79
NEGR1,19.074278,3.4926815,4.1308180994656566e-81,3.0855525154804595e-78
DLG2,18.847868,2.2742298,3.059217204269858e-79,2.2394081778696218e-76
AL137017.1,18.785307,2.5261064,9.96088341998173e-79,7.148594001073554e-76
PPM1E,18.764425,2.4630358,1.4758264441188539e-78,1.0387831477152726e-75
PEX5L,18.70221,2.4330592,4.749584693579863e-78,3.279991497541822e-75
CHRM3,18.69866,1.7107754,5.076510271140538e-78,3.4408398598891633e-75
SERGEF,18.519724,2.9488268,1.4317049437155336e-76,9.527605935442227e-74
SPIRE1,18.420881,2.3466241,8.933773691180262e-76,5.839018765551585e-73
GPC6-AS1,18.401932,3.1713176,1.2676521480728954e-75,8.139883556423867e-73
ZFPM2-AS1,18.335466,2.3781748,4.312940375914344e-75,2.7216884603248433e-72
LINC01619,18.249245,3.1734266,2.097905851869656e-74,1.3014483404115473e-71
AC027288.3,18.198301,2.299423,5.3233584821284226e-74,3.2473373967397066e-71
PLXDC2,18.107622,2.4372964,2.7747358266647523e-73,1.6648869834714198e-70
VSX2,18.08671,3.993135,4.055868709692102e-73,2.394336300700655e-70
TBC1D9,18.071648,2.1176178,5.3298859099906313e-73,3.096494510977255e-70
RAB3C,17.989702,3.7677443,2.3461373781597267e-72,1.3417339715316274e-69
CHRM3-AS2,17.849539,2.3064015,2.914302620968235e-71,1.6161574277281571e-68
PROX1,17.732918,2.7338126,2.335942104151257e-70,1.2760868202095547e-67
CNTLN,17.552395,2.0946188,5.70242161356981e-69,3.06932843350395e-66
KCNC2,17.355598,4.5564675,1.7892489217432627e-67,9.223704195031712e-65
GRIK1,17.134886,2.6798472,8.151297324806991e-66,4.143689352573065e-63
AC131571.1,16.99517,2.325977,8.916967403634387e-65,4.470820875896194e-62
DAB1,16.961239,2.1309264,1.5895936201637325e-64,7.862258931299024e-62
ELP4,16.860104,2.2980907,8.843338059878306e-64,4.258881793810603e-61
NSMCE2,16.79755,2.1096997,2.5433399779478225e-63,1.2089452796476396e-60
RABGAP1L,16.78578,1.8807346,3.1012926180876104e-63,1.4552616809567258e-60
SYT1,16.653925,1.605032,2.83388214842161e-62,1.2965365064297418e-59
MAP3K13,16.59589,2.2454274,7.462840925174582e-62,3.290933020509818e-59
LRBA,16.593704,1.6534836,7.73973030750124e-62,3.3724032022006294e-59
SRGAP3,16.541565,2.6683214,1.841723609329576e-61,7.930461861773153e-59
LINC01099,16.540236,3.1792705,1.8828421841147426e-61,8.013244974509732e-59
SV2B,16.527079,3.583748,2.3422190241402147e-61,9.853742356615632e-59
HDAC2-AS2,16.382677,3.0767307,2.542989347995472e-60,1.0457972261346323e-57
LINC01483,16.372927,2.2554982,2.985106353307915e-60,1.2139764181935888e-57
ESRRG,16.299723,2.3723757,9.913950636734597e-60,3.94413594842525e-57
RBFOX3,16.264317,4.1621943,1.7683022917060616e-59,6.959315288035867e-57
SNAP25-AS1,16.23177,3.2562258,3.006665323806574e-59,1.1707123140068555e-56
FHIT,16.106558,1.9339632,2.2944718265710926e-58,8.839996139403006e-56
FRY,16.0926,4.782227,2.8750735168888387e-58,1.0961517269963374e-55
