names,scores,logfoldchanges,pvals,pvals_adj
TYMS,40.0936,,0.0,0.0
UHRF1,38.54237,,0.0,0.0
DTL,38.070343,,0.0,0.0
DHFR,37.8232,,0.0,0.0
ZWINT,37.265785,,5.881673047399344e-304,2.7862661560140174e-300
MLF1IP,36.625916,,1.1065974652756314e-293,4.368477927086434e-290
FANCI,36.353214,,2.3375469473069408e-289,7.909590999130314e-286
KIAA0101,36.347267,,2.9023157958988023e-289,8.593031492707378e-286
ATAD2,35.696453,,4.486980191481849e-279,1.1808734757271009e-275
RRM2,35.687122,,6.2622692364117824e-279,1.483281091336495e-275
CDK1,35.476143,,1.146942120835536e-275,2.4696791885555005e-272
TK1,35.38412,,2.996646663416039e-274,5.914881072472691e-271
UBE2T,35.330204,,2.019349339021925e-273,3.6792544956979472e-270
MCM4,34.92299,,3.329528823394553e-267,5.6330871222088125e-264
PKMYT1,34.89903,,7.691077072331609e-267,1.21447234356831e-263
CDC6,34.567657,,7.738729001442639e-262,1.1456220945510646e-258
CDC45,34.53903,,2.0827565448065537e-261,2.901892442369884e-258
RAD51AP1,34.533775,,2.497458339116323e-261,3.286377678906068e-258
MCM10,34.372433,,6.511691021166873e-259,8.11767965933466e-256
CDCA5,34.310833,,5.409524319774289e-258,6.406499651908691e-255
MCM3,34.300545,,7.701677344602089e-258,8.686758551630717e-255
PCNA,33.930035,,2.4034283439392245e-252,2.587618352479294e-249
NUSAP1,33.665863,,1.8272317773568744e-248,1.8817309512380403e-245
HELLS,33.47525,,1.10475550033634e-245,1.0903016158736062e-242
MAD2L1,33.26928,,1.0744237499991736e-242,1.017952037699217e-239
CLSPN,33.197952,,1.1524057856785253e-241,1.0498416707531366e-238
MCM2,33.0346,,2.5888246413471434e-239,2.2710703872203128e-236
RNASEH2A,32.850292,,1.1281179323633818e-236,9.543071909271093e-234
ASF1B,32.7463,,3.4278414446148416e-235,2.799719050246453e-232
EXO1,32.59648,,4.599948086875613e-233,3.6318123461911925e-230
TOP2A,32.105473,,3.698024661454296e-226,2.8255294235873054e-223
FANCD2,31.996883,,1.2048500438766744e-224,8.918149418519659e-222
LIG1,31.896109,,3.0233323965259303e-223,2.1700197316397937e-220
SMC4,31.728481,,6.290496104114689e-221,4.3822556094723684e-218
DUT,31.656588,,6.154709358114551e-220,4.165155595894322e-217
CENPM,31.582375,,6.446499108790566e-219,4.2414382747448154e-216
ORC6,31.554775,,1.5420400579648697e-218,9.871556976474569e-216
WDR76,31.51525,,5.369973147484244e-218,3.347189051876626e-215
CDCA7,31.346354,,1.0908189643887896e-215,6.624907177054582e-213
BIRC5,31.17727,,2.16626124195466e-213,1.282751594423452e-210
GMNN,31.033367,,1.9128965868024953e-211,1.1050943550000952e-208
KNTC1,31.006832,,4.360449504035994e-211,2.459085879823727e-208
MELK,30.845741,,6.388808727311616e-209,3.519193570118673e-206
MCM5,30.559093,,4.281528193384327e-205,2.3048244724659353e-202
FEN1,30.537008,,8.412350423737003e-205,4.427887380814103e-202
ESCO2,30.426334,,2.463740009447007e-203,1.2686118666035174e-200
CDK2,30.342876,,3.1195367729894404e-202,1.572113787341019e-199
BRCA1,30.244085,,6.24053806700065e-201,3.079445513645362e-198
TPX2,30.211813,,1.657152939717656e-200,8.010474393908653e-198
NCAPG,30.105253,,4.1358072961906372e-199,1.9592146323514287e-196
CCNE2,29.871443,,4.624220019147955e-196,2.1476328504615385e-193
FANCA,29.855068,,7.545020877472019e-196,3.4367570096885047e-193
RFC3,29.744871,,2.0202799766503817e-194,9.028745571120932e-192
GINS2,29.661043,,2.443429124999353e-193,1.0717604121247163e-190
DSN1,29.57868,,2.810065451420783e-192,1.2101674596791394e-189
CDCA4,29.572332,,3.3910846629683753e-192,1.4343077022690882e-189
BLM,29.489164,,3.9645895956202103e-191,1.647460862488777e-188
CENPK,29.290525,,1.3693908350932161e-188,5.49752395254541e-186
RAD51,29.170431,,4.600999919676466e-187,1.8163214016242793e-184
UBE2C,29.167532,,5.007391123189374e-187,1.9443453466207133e-184
HMGB2,29.019297,,3.756696879657725e-185,1.4351793917995626e-182
POLQ,28.876392,,2.363277638447559e-183,8.885173673693474e-181
POLD1,28.861843,,3.5987676083454836e-183,1.3318813995511114e-180
RRM1,28.79708,,2.3334678415981435e-182,8.503156814783634e-180
CENPF,28.743206,,1.101398663198043e-181,3.89369085619535e-179
KIFC1,28.593962,,7.98687782403003e-180,2.7820174726466955e-177
NCAPH,28.53127,,4.797233464586369e-179,1.6467720556839524e-176
CKS1B,28.495468,,1.3331477083148114e-178,4.510990945592089e-176
ATAD5,28.382998,,3.2788396553869066e-177,1.078647167742976e-174
PBK,28.271845,,7.671199107592069e-176,2.4890413981154213e-173
BUB1B,28.2562,,1.1943471427602046e-175,3.771907523122428e-173
MCM6,28.143513,,2.8771340390193606e-174,8.850363227040594e-172
KIF11,28.11642,,6.171023325676429e-174,1.873934083230409e-171
TACC3,27.983116,,2.607913222051346e-172,7.819118047785846e-170
FOXM1,27.699207,,7.137222363641613e-169,2.0870648012989538e-166
KIF2C,27.612083,,7.96751008479132e-168,2.301444437419112e-165
NUF2,27.594107,,1.3095188609795469e-167,3.737019727850789e-165
MKI67,27.513191,,1.2208013441872271e-166,3.442369123621269e-164
RAD54L,27.493214,,2.116285122534829e-166,5.897215224983525e-164
PRC1,27.419357,,1.6122210034356417e-165,4.44035659155542e-163
POLA2,27.21498,,4.3186021115046654e-163,1.1757518346333276e-160
CHEK1,27.21448,,4.377844865786859e-163,1.178336744216222e-160
DIAPH3,27.197147,,7.019756972519278e-163,1.8682018387763104e-160
SMC2,27.110435,,7.417785756037958e-162,1.9307436639287371e-159
KIF22,27.100994,,9.584471356380927e-162,2.467584658122159e-159
DNMT1,27.075699,,1.903515339549884e-161,4.848028422857909e-159
TMEM194A,26.996891,,1.6074655053704123e-160,4.007834522126693e-158
RFC5,26.78873,,4.372016596191093e-158,1.078704011431065e-155
TIMELESS,26.765877,,8.069026092792733e-158,1.970339711689574e-155
GINS1,26.718838,,2.8438913401133883e-157,6.804081846659164e-155
DNAJC9,26.682825,,7.448945312547956e-157,1.764357186730109e-154
NCAPG2,26.646763,,1.9512006482309823e-156,4.5758553023761434e-154
FBXO5,26.6272,,3.2880728452967813e-156,7.635420922911722e-154
CDCA7L,26.560673,,1.9335606703506303e-155,4.3617445750404786e-153
SPAG5,26.421602,,7.73807183623129e-154,1.6970737917867995e-151
CHAF1A,26.408945,,1.0815828194701114e-153,2.350309235043033e-151
POLE,26.310081,,1.4704432933731937e-152,3.166265440621588e-150
BRCA2,26.30582,,1.6451191923897547e-152,3.5104768640489844e-150
DDX12P,26.165482,,6.569501743425867e-151,1.3893323062034382e-148
