names,scores,logfoldchanges,pvals,pvals_adj
NCKAP5,42.096302,0.7777468,0.0,0.0
MALAT1,40.66301,0.62645054,0.0,0.0
DLG2,40.57687,1.467618,0.0,0.0
MDM2,35.0943,1.3563986,8.235490442867504e-270,3.767839821242419e-266
IMMP2L,34.26954,0.6535504,2.231690540145355e-257,7.425645950896376e-254
AC010974.2,33.777473,1.01517,4.2244840055094074e-250,1.2885028257137483e-246
EYS,33.45136,1.0030202,2.4593303990340223e-245,6.429567995360304e-242
PCBP3,32.023865,1.1909022,5.075660653910113e-225,1.0927897387868473e-221
PTCHD1-AS,30.776594,0.94177634,5.3910571253237655e-208,9.865904092198757e-205
MAPK10,30.757103,1.6669341,9.826280700447424e-208,1.7126271424622674e-204
AC004852.2,30.107904,0.6534558,3.8183872146488855e-199,6.076382193189733e-196
RFX3,29.982426,0.7459511,1.663379844485002e-197,2.5367235703331482e-194
DISC1,29.561663,0.78507376,4.650536405989878e-192,6.304232703542056e-189
ZBTB20,29.456842,1.1352476,1.0289473299076605e-190,1.3450179007839386e-187
PHC2,28.72925,1.2158235,1.6455269578237936e-181,2.0075977394436222e-178
PDE1C,28.475521,1.3820882,2.3548025252605007e-178,2.693378975845612e-175
LINC00499,25.502542,1.8747103,1.8472861448750704e-143,1.5723841904319177e-140
SYT1,25.421656,0.3719484,1.4533097805814128e-142,1.1820575839791176e-139
MBD5,25.121822,0.7162906,2.8727104156555136e-139,2.2857407374653797e-136
TRMT11,25.010366,0.822508,4.715602138168486e-138,3.5957448720646825e-135
GPC6,24.732553,0.42840806,4.777232690078298e-135,3.497029873791116e-132
SOX5,24.650908,0.49613398,3.598580087269605e-134,2.5825809759638196e-131
NME7,24.519428,0.67084193,9.167932337963383e-133,6.452990221188419e-130
ARL15,24.309834,0.75381535,1.5429832011717704e-130,1.045828299001629e-127
RBFOX2,24.219332,0.7488323,1.3920898782483376e-129,9.263978478866801e-127
UBE2H,23.85465,1.3536109,9.061518987342416e-126,5.621367058571521e-123
AL162394.1,23.718842,1.5658823,2.304762316491131e-124,1.3828951728834736e-121
NR3C2,23.541124,0.9157384,1.5476825499291722e-122,9.136569195154457e-120
AEBP2,22.832853,0.98497486,2.1636587980857116e-115,1.1645893480696343e-112
ZMAT3,22.829966,1.2822518,2.3113808366811573e-115,1.22607028990387e-112
TRPM1,22.694496,0.7706761,5.077339791254634e-114,2.6547959099958696e-111
FAM13A,22.504782,0.5639189,3.726393957861498e-112,1.894302017384565e-109
ASCC3,21.862583,0.58160955,5.900899972688514e-106,2.841826840794372e-103
HERC4,21.667542,0.8708089,4.153562397099695e-104,1.9490325294390506e-101
EDIL3,21.539925,0.9232775,6.581460513009443e-103,3.011100452958233e-100
PTPN13,21.476368,0.6348108,2.589811105241867e-102,1.1702429168266369e-99
AC027288.3,21.201315,0.6378504,9.28640721191228e-100,4.0463308376571585e-97
SYN2,21.078894,0.45948634,1.2425604825902621e-98,5.3504654380336685e-96
ST6GALNAC3,21.050243,0.96681523,2.27510374398914e-98,9.682682806249597e-96
PAPPA,20.252562,1.440845,3.3724302790305665e-91,1.3416773982912803e-88
AL445623.2,20.060673,1.1210219,1.628636158752642e-89,6.2747065312111e-87
CASC8,19.732073,0.48801628,1.1438183252371427e-86,4.14503906158462e-84
REV3L,19.533092,0.4837391,5.745228739545657e-85,1.983784123548213e-82
ARHGAP42,19.375423,0.7442391,1.2443558940511402e-83,4.1784100989142923e-81
KCNMB2-AS1,19.341652,2.3238854,2.3966866174210756e-83,7.902804223804396e-81
FAM214A,19.135529,1.7948859,1.2777704730027504e-81,4.1024278142433037e-79
ACYP2,19.015427,1.0376827,1.271006254049637e-80,3.9760769149120307e-78
FTX,18.803638,0.38586554,7.050877299254535e-79,2.15057633358346e-76
KCNIP4,18.684135,0.31014907,6.664942378858154e-78,2.0160624463519613e-75
SSBP2,18.533627,0.6151903,1.105767266873307e-76,3.3173924372811403e-74
