names,scores,logfoldchanges,pvals,pvals_adj
CCNB1,31.148573,,5.3029609933568113e-213,1.2560593408864942e-208
CENPF,31.0656,,7.024404812885319e-212,8.319002619900083e-208
CCNB2,31.016132,,3.2670616026976864e-211,2.5794540373832466e-207
PTTG1,30.653326,,2.3862864225276978e-206,1.4130395050997762e-202
CDC20,30.580616,,2.2159710447919555e-205,1.049749803338845e-201
MKI67,30.331278,,4.43688571489561e-202,1.5037090820036605e-198
BIRC5,30.331224,,4.4439599653912115e-202,1.5037090820036605e-198
TPX2,30.136631,,1.605669838626358e-199,4.753986974712989e-196
TOP2A,29.791475,,5.037779577200829e-195,1.3258316340619872e-191
UBE2C,29.773531,,8.60192649803614e-195,2.03745231032484e-191
NUF2,29.48142,,4.98277304112963e-191,1.0729269295654219e-187
NUSAP1,29.369337,,1.3534820422204143e-189,2.6715479710027276e-186
ASPM,29.274055,,2.2192467792138977e-188,4.043467631727721e-185
TROAP,28.901827,,1.1324667456330764e-183,1.9159719526475034e-180
BUB1,28.814571,,1.4089353092412791e-182,2.2248027823125958e-179
PRC1,28.810585,,1.5806950455005e-182,2.3400214279828024e-179
PLK1,28.752691,,8.382400814338196e-182,1.1679149746377324e-178
KIF2C,28.706478,,3.1672364324070947e-181,4.16773122988858e-178
KIF20A,28.262094,,1.0109194475620977e-175,1.2602441071029392e-172
CDKN3,28.15466,,2.1013968007890743e-174,2.4886842311745006e-171
DLGAP5,28.070217,,2.26344290171411e-173,2.5529480271428767e-170
ECT2,27.980371,,2.816428076678833e-172,3.032268882918856e-169
TACC3,27.931902,,1.093788931729395e-171,1.1264123755192369e-168
CENPE,27.718798,,4.1446508603810514e-169,4.090425011624399e-166
SPAG5,27.52092,,9.866632044873596e-167,9.348041864595041e-164
NCAPD2,27.240236,,2.1690950864117688e-163,1.9760456237211212e-160
SMC4,27.086264,,1.4293139940429799e-161,1.253878935663038e-158
PBK,27.027142,,7.092186239257327e-161,5.999482973680323e-158
CDCA8,26.993658,,1.754337732070101e-160,1.4328704662693936e-157
GTSE1,26.93061,,9.624078692855701e-160,7.598530930632671e-157
KIF11,26.631922,,2.898961359007436e-156,2.2149935080467786e-153
BUB1B,26.624565,,3.527205717566739e-156,2.6107935820714306e-153
HMGB2,26.50456,,8.587478873598638e-155,6.163728018183556e-152
FOXM1,26.502714,,9.018911193858504e-155,6.282997956992133e-152
KPNA2,26.450287,,3.6210808031525534e-154,2.450540568670611e-151
PRR11,26.380693,,2.28225701911225e-153,1.501598326519243e-150
CCNA2,26.315886,,1.2619108531430116e-152,8.07827580203929e-150
KIF14,26.211515,,1.964294930001546e-151,1.2243760450530689e-148
MAD2L1,26.203499,,2.424310486521318e-151,1.4723645688139472e-148
CKAP2,26.014362,,3.406761312601399e-149,2.0173137112569182e-146
CKS2,25.893139,,7.95662885329614e-148,4.5966027077846924e-145
KIFC1,25.725409,,6.075731328213281e-146,3.4264231485728517e-143
CASC5,25.543272,,6.522088959908946e-144,3.5926092814977516e-141
AURKB,25.47136,,4.094813509474265e-143,2.2043125633047145e-140
NEK2,25.444202,,8.183775961851901e-143,4.307575942942758e-140
SAPCD2,25.359707,,7.023151736849575e-142,3.616312435630849e-139
CKAP2L,25.06045,,1.3431194189358077e-138,6.7687503312582005e-136
KIF4A,25.050901,,1.7068270505293347e-138,8.422480316424546e-136
IQGAP3,25.039892,,2.2496372747007878e-138,1.0874471120114869e-135
KIF23,24.987593,,8.340108967974176e-138,3.950876420308727e-135
KNSTRN,24.980038,,1.007584022627842e-137,4.679536305875111e-135
FAM64A,24.690907,,1.3392346499196698e-134,6.100213830384096e-132
CIT,24.688368,,1.4260366554862282e-134,6.373038532423924e-132
RACGAP1,24.594513,,1.446041469336908e-133,6.342766341243335e-131
CDK1,24.58106,,2.014054860852514e-133,8.673618806209572e-131
NCAPG,24.576233,,2.2682042550078335e-133,9.59369392573492e-131
SGOL2,24.198254,,2.3209699747799388e-129,9.644648214497828e-127
NDC80,24.192713,,2.654540530191286e-129,1.0840594310019103e-126
TTK,24.117043,,1.6563142787289153e-128,6.649400001012388e-126
CDCA3,23.953112,,8.575478304617915e-127,3.385312985386332e-124
MXD3,23.945168,,1.0375852938792473e-126,4.028892667348172e-124
AURKA,23.828184,,1.7049264631572544e-125,6.51336906553915e-123
FAM83D,23.716555,,2.433550214783712e-124,9.149376251963017e-122
KIF18A,23.634861,,1.6893415912406572e-123,6.25214764533222e-121
