names,scores,logfoldchanges,pvals,pvals_adj
LOC100131257,41.080265,,0.0,0.0
KCNQ1OT1,40.680786,,0.0,0.0
SHISA9,40.305702,,0.0,0.0
ABCC9,40.030327,,0.0,0.0
ASTN2,39.51527,,0.0,0.0
LOC643406,39.495224,,0.0,0.0
UGDH-AS1,39.420147,,0.0,0.0
ORC4,39.386486,,0.0,0.0
LOC646214,39.380672,,0.0,0.0
TMEM212,38.62504,,0.0,0.0
ODF2L,38.332863,,0.0,0.0
METTL21A,37.02802,,4.056360687038331e-300,8.006579936099158e-297
L2HGDH,37.02332,,4.827460860432385e-300,8.795633687707806e-297
ARHGEF26-AS1,36.794983,,2.2210006509727774e-296,3.7576158156386573e-293
LOC286437,36.751022,,1.119750668073939e-295,1.7681609549332881e-292
ANKRD20A9P,36.707253,,5.5953258148380135e-295,8.283180453140824e-292
MALAT1,36.589733,,4.1655490992023235e-293,5.803835056688601e-290
MAB21L3,36.384235,,7.558599602954427e-290,9.946277233087697e-287
OPHN1,36.07504,,5.586285136082962e-285,6.964039459645317e-282
REXO1L1,34.7312,,2.6645605867381034e-264,3.1556391028739356e-261
LPP,34.671764,,2.0996602394383735e-263,2.368216782444634e-260
SPC25,34.430435,,8.838366364282883e-260,9.51570662292747e-257
FBLIM1,34.25844,,3.2658004175666952e-257,3.3632064648036842e-254
UGT8,33.54231,,1.1655178210289132e-246,1.1502689628704516e-243
MBOAT1,33.28207,,7.016998279126935e-243,6.648184849576023e-240
CFLAR,33.275513,,8.730563303816259e-243,7.953543169776612e-240
GLIPR1L2,33.190376,,1.4822535784877578e-241,1.3003206762985567e-238
CCL5,33.126495,,1.2349893206049328e-240,1.0447127517088728e-237
TLCD2,32.109894,,3.2081178343348513e-226,2.620257897381217e-223
LPAL2,31.96203,,3.6768017567142364e-224,2.9029575469844466e-221
HYDIN2,31.166704,,3.012347975072119e-213,2.301628197985749e-210
KLRD1,30.821234,,1.3612779267277563e-208,1.007600905389801e-205
TNFAIP8L1,30.785995,,4.0350798447478065e-208,2.8962091273544407e-205
PIGX,30.608885,,9.32280289341962e-206,6.494703215692268e-203
PGM5P2,30.508986,,1.9805680082317023e-204,1.34033525265646e-201
LRTOMT,30.444513,,1.4159445471107993e-203,9.316128484129553e-201
XKR9,30.437618,,1.7470605879376624e-203,1.1184020834024723e-200
NMNAT1,30.252487,,4.838846310135112e-201,3.016129307943691e-198
ZNF793,30.207811,,1.870344513219587e-200,1.1359225676953625e-197
CYP4V2,30.084045,,7.835180263545971e-199,4.6396019930587465e-196
TUBA1A,30.019926,,5.393167181637041e-198,3.1156721430306087e-195
SOX4,29.949018,,4.531355600208246e-197,2.5554687796793452e-194
H3F3B,29.753893,,1.5442433690021997e-194,8.506267078647931e-192
ARRDC3-AS1,29.750841,,1.691273587592361e-194,9.104433226298332e-192
PRICKLE2-AS3,29.204832,,1.6837035688467838e-187,8.862267273712205e-185
FGF5,29.092493,,4.467402942595009e-186,2.3003240456153344e-183
SPN,28.962366,,1.9608028717364975e-184,9.881612089351209e-182
PDE4C,28.79906,,2.2038075889938915e-182,1.0874872198522773e-179
ZBTB8A,28.642405,,1.993272911171941e-180,9.635237178371142e-178
NEK5,28.459667,,3.6998070969517936e-178,1.752672617968004e-175
PDDC1,28.408112,,1.6055516002446088e-177,7.456685333998785e-175
RBMS2,28.3174,,2.11037897587044e-176,9.612776235089853e-174
PDE6A,28.029272,,7.148135837122848e-173,3.194542366756448e-170
LUC7L3,27.902893,,2.460896630788031e-171,1.0794221777193576e-168
NFIB,27.855318,,9.286844644103757e-171,3.9994218589134833e-168
CCDC142,27.777983,,8.004443777730657e-170,3.385593844988006e-167
HERC2P4,27.742949,,2.1195809622236675e-169,8.807788538812243e-167
C21orf62,27.654634,,2.4547251921205577e-168,1.0024589810442678e-165
MTFMT,27.520672,,9.933993682722479e-167,3.988077531677367e-164
TUBB2B,27.4981,,1.8498942139840364e-166,7.302765725404314e-164
ZC3H12D,27.364576,,7.243647474537074e-165,2.8126726898669694e-162
PPM1K,27.156897,,2.099103992761377e-162,8.019254382668706e-160
LOC90834,27.080744,,1.6600996005503864e-161,6.241447482323246e-159
IL17RD,26.725924,,2.3526675282444678e-157,8.70707548031226e-155
STMN2,26.691336,,5.933643678818462e-157,2.1622197565614473e-154
SLFNL1-AS1,26.659807,,1.3774586122447328e-156,4.9434067711558704e-154
POU5F1,26.360205,,3.920668175981482e-153,1.3860439763626477e-150
ACBD7,26.355331,,4.458749968643882e-153,1.553087525842632e-150
ZNF471,26.342308,,6.287338715078534e-153,2.1582884754398574e-150
TAF8,26.339306,,6.805514435370806e-153,2.3027916416598987e-150
ZNF490,26.271671,,4.0425433279257185e-152,1.348615229088008e-149
PNPO,26.26628,,4.6584935953253954e-152,1.532514990262185e-149
FDPSL2A,26.172026,,5.534098783467046e-151,1.7956255313041157e-148
PTPRS,26.047934,,1.419867513240003e-149,4.544727286297664e-147
NLRP12,26.03797,,1.8412201579226555e-149,5.814818754740802e-147
ZNF850,25.92292,,3.6740777226502585e-148,1.1450553281407109e-145
DDX51,25.8156,,5.924974698315429e-147,1.8225837753805098e-144
LYZ,25.787899,,1.2121063915402034e-146,3.6807630756437514e-144
SCD5,25.725904,,5.998852249430817e-146,1.7985925870888397e-143
TRAF3IP2,25.590336,,1.9544433347094947e-144,5.7866181032411364e-142
POLH,25.552906,,5.097234017620676e-144,1.4905319128563376e-141
LINC00507,25.434816,,1.0394356937800035e-142,3.0024480296186785e-140
CTSC,25.405685,,2.182227251439164e-142,6.22749815392627e-140
CHST6,25.392946,,3.0174739207942734e-142,8.508558010468233e-140
AP1S3,25.378387,,4.369136410080479e-142,1.217498411872544e-139
ZNF483,25.357168,,7.491063538253905e-142,2.063178267059093e-139
SLC9A4,25.304514,,2.8488990948770744e-141,7.756209650719354e-139
LINC00294,25.253702,,1.0313087219803626e-140,2.7758611805485073e-138
CYP20A1,25.230598,,1.8495801985609256e-140,4.9223771441701217e-138
RNF125,25.104336,,4.4597053892040136e-139,1.1736953538742919e-136
LINC00670,24.989637,,7.924265096086255e-138,2.0625730007241653e-135
ZKSCAN3,24.942375,,2.5835578302507183e-137,6.651538126882446e-135
LAIR1,24.86106,,1.9635538355262145e-136,5.000939370782142e-134
LINC00649,24.81571,,6.0674804330203165e-136,1.5288759737927576e-133
SIX4,24.735321,,4.4605169317721544e-135,1.1121242531153184e-132
LOC284023,24.639996,,4.711126057816155e-134,1.1623722063065984e-131
IRF1,24.558203,,3.534764364714514e-133,8.631384406456491e-131
LINC00485,24.488136,,1.9762026797040275e-132,4.776360884843836e-130
SLC6A4,24.454264,,4.533289365862637e-132,1.0846009284830548e-129
MIR143HG,24.433409,,7.553987377768347e-132,1.789237450298211e-129
RUNDC1,24.399231,,1.7426530529698838e-131,4.0867802190737294e-129
IFNLR1,24.380589,,2.7479085596414486e-131,6.381074719967387e-129
OR7D2,24.327345,,1.0071691902077833e-130,2.3160980038118014e-128
XAF1,24.316927,,1.298128503323768e-130,2.956487666319881e-128
GNRHR2,24.294167,,2.259378483455999e-130,5.096727500870361e-128
P2RX5-TAX1BP3,24.098063,,2.6193661063964573e-128,5.853047697745895e-126
CHRM3,24.02503,,1.5229592529852778e-127,3.371290922075635e-125
GOSR1,24.019903,,1.7229769964538722e-127,3.7787438090746683e-125
ATCAY,23.913954,,2.1926758484510513e-126,4.764744967560697e-124
LOC100130954,23.881844,,4.7297053112536116e-126,1.0184345454759368e-123
GATM-AS1,23.830402,,1.6170215697026203e-125,3.450520081078943e-123
LOC100506688,23.773623,,6.261603327401759e-125,1.3242172894003398e-122
ARGFX,23.740423,,1.379855152802243e-124,2.892322933564064e-122
PRR11,23.69826,,3.7577794596044555e-124,7.807610901771151e-122
L1TD1,23.684614,,5.194903575675281e-124,1.0699694442908237e-121
CABP4,23.568455,,8.12098736343126e-123,1.658221609398559e-120
XPNPEP3,23.438343,,1.7382428118768715e-121,3.518976003599622e-119
FAM115C,23.400255,,4.2480695202399124e-121,8.52709954715276e-119
STMN1,23.291801,,5.368067466362887e-120,1.068470974859423e-117
FBXO27,23.238403,,1.8635297332034238e-119,3.678297105054691e-117
ABCA9,23.163809,,1.0552754031195267e-118,2.0657234048172817e-116
SPRED1,22.952219,,1.4001813590953658e-116,2.7184176779944946e-114
RAMP2-AS1,22.92788,,2.449799243691353e-116,4.7175564948027145e-114
MEFV,22.922167,,2.7932594491884844e-116,5.335576073667616e-114
FKBP14,22.920486,,2.90313771494857e-116,5.5010975933017464e-114
AXL,22.917164,,3.1333758140797657e-116,5.890249169229629e-114
GNE,22.784554,,6.524520319688368e-115,1.2168487267097532e-112
QPCTL,22.746115,,1.5678550192781067e-114,2.901266717704784e-112
XIAP,22.487871,,5.455532177011919e-112,1.0017033732147621e-109
GDPD1,22.463057,,9.539499379366654e-112,1.7380967869206042e-109
DDX5,22.451574,,1.2352136211836354e-111,2.233379376439358e-109
EPPIN,22.431105,,1.957130605556019e-111,3.5118632972121114e-109
