names,scores,logfoldchanges,pvals,pvals_adj
AC004852.2,68.214775,4.63479,0.0,0.0
RALYL,61.110466,3.4364417,0.0,0.0
NFIB,57.904217,2.1907437,0.0,0.0
CSRP2,55.427773,3.4377577,0.0,0.0
PTHLH,55.34798,3.9775481,0.0,0.0
EBF1,52.491554,2.6546423,0.0,0.0
PEX5L,52.38042,2.8810732,0.0,0.0
FOS,51.820267,2.9957557,0.0,0.0
ST18,48.509438,2.540906,0.0,0.0
LIMCH1,46.52977,4.1117244,0.0,0.0
KCNA1,45.829586,3.5393293,0.0,0.0
GAP43,45.75422,2.907192,0.0,0.0
CCND2,45.05151,1.8670844,0.0,0.0
CHL1,45.012737,3.6591895,0.0,0.0
EGR1,44.63616,2.3633518,0.0,0.0
DPYSL4,43.497562,2.4940677,0.0,0.0
PDE1C,42.57167,2.7115436,0.0,0.0
CADM1,42.40479,2.0938966,0.0,0.0
NFIX,41.980335,1.9139512,0.0,0.0
IER2,41.75774,2.0898118,0.0,0.0
LONRF1,41.636395,2.9033713,0.0,0.0
H3F3B,41.53085,1.205115,0.0,0.0
FAM181B,41.293037,3.3802986,0.0,0.0
PRKAR2B,41.201244,2.624875,0.0,0.0
NR2F1,40.96887,2.5895038,0.0,0.0
EPB41,40.86188,1.9420829,0.0,0.0
RTN3,40.715126,1.7019264,0.0,0.0
GADD45G,40.16181,2.1546295,0.0,0.0
MLLT3,40.05031,2.090645,0.0,0.0
EXPH5,39.917007,2.7377007,0.0,0.0
CACNA1A,39.41195,2.3887787,0.0,0.0
TUBB2B,39.35063,1.7371459,0.0,0.0
GPM6A,39.251423,1.5570738,0.0,0.0
PLXNA2,38.95858,2.5417202,0.0,0.0
SCARB2,38.801304,1.5214818,0.0,0.0
ZBTB18,38.71985,1.8291649,0.0,0.0
NXPH1,38.25272,4.3085656,0.0,0.0
CRMP1,37.971592,2.0274308,0.0,0.0
GOLGA8B,37.868786,2.240666,0.0,0.0
STAT3,37.86835,1.9153728,0.0,0.0
FMNL2,37.413074,1.8901668,2.395249136344941e-306,1.4440656315194017e-303
ERC1,37.41279,2.011146,2.4210332483280458e-306,1.4440656315194017e-303
NNAT,37.284374,1.9222811,2.9404518383127706e-304,1.7157536476555016e-301
IGSF21,37.17829,1.9551111,1.530704178555848e-302,8.741623586514366e-300
HIST1H4C,36.897884,1.6289798,4.996879294864598e-298,2.7941924406970974e-295
PTN,36.885715,2.8626635,7.83006839109245e-298,4.2891197078635195e-295
MCC,36.882298,2.1546783,8.882865408231369e-298,4.768499808446763e-295
SOX4,36.60616,1.4532114,2.282490127694704e-293,1.2012611277932067e-290
CADPS,36.42708,1.7564167,1.5868764566334429e-290,8.036481315565705e-288
CPE,36.41059,1.5362282,2.8942256575430117e-290,1.4385909421131845e-287
SF1,36.36329,1.471117,1.6202285425412458e-289,7.907009874609013e-287
